date,18,19,20
6/30/18,33.10000,32.30000,31.70000
7/1/18,32.50000,30.50000,29.90000
7/2/18,37.30000,35.60000,34.30000
7/3/18,44.90000,43.60000,41.90000
7/4/18,42.70000,41.20000,37.60000
7/5/18,49.90000,45.90000,44.30000
7/6/18,50.30000,48.50000,45.40000
7/7/18,49.60000,46.60000,44.50000
7/8/18,49.70000,42.10000,39.80000
7/9/18,53.30000,46.20000,43.70000
7/10/18,41.00000,39.90000,37.70000
7/11/18,41.40000,38.80000,36.40000
7/12/18,38.30000,37.60000,36.90000
7/13/18,41.40000,39.70000,37.70000
7/14/18,40.00000,39.70000,38.90000
7/15/18,41.60000,38.90000,38.20000
7/16/18,47.90000,44.50000,41.00000
7/17/18,41.00000,40.10000,39.80000
7/18/18,42.00000,42.10000,39.20000
7/19/18,43.90000,41.20000,38.90000
7/20/18,40.20000,39.10000,38.00000
7/21/18,34.60000,34.20000,33.70000
7/22/18,33.50000,30.70000,30.10000
7/23/18,46.80000,43.00000,40.00000
7/24/18,53.40000,49.90000,47.00000
7/25/18,53.00000,49.60000,45.10000
7/26/18,58.50000,55.40000,51.30000
7/27/18,46.30000,43.60000,43.70000
7/28/18,32.40000,32.10000,31.40000
7/29/18,30.80000,29.50000,29.10000
7/30/18,35.40000,35.40000,33.60000
7/31/18,39.20000,36.80000,36.00000
8/1/18,42.90000,41.40000,40.30000
8/2/18,49.60000,46.70000,45.50000
8/3/18,51.30000,45.70000,43.40000
8/4/18,47.00000,43.40000,41.50000
8/5/18,44.10000,37.00000,35.50000
8/6/18,51.50000,47.30000,44.30000
8/7/18,47.90000,46.20000,45.70000
8/8/18,40.90000,38.70000,37.00000
8/9/18,34.30000,33.30000,32.60000
8/10/18,34.70000,33.30000,31.90000
8/11/18,31.90000,31.80000,31.80000
8/12/18,31.10000,28.80000,28.60000
8/13/18,36.50000,36.40000,35.30000
8/14/18,39.70000,38.80000,38.10000
8/15/18,41.90000,41.00000,38.10000
8/16/18,37.00000,36.20000,34.50000
8/17/18,37.60000,36.80000,35.80000
8/18/18,35.60000,36.10000,35.00000
8/19/18,37.70000,32.40000,32.20000
8/20/18,38.60000,37.80000,36.30000
8/21/18,41.40000,38.80000,37.20000
8/22/18,36.60000,36.20000,35.40000
8/23/18,34.70000,33.90000,32.40000
8/24/18,31.20000,30.40000,28.60000
8/25/18,30.70000,30.20000,29.10000
8/26/18,27.10000,25.80000,25.40000
